node_id,raw_id,node_type,display_name,handle,channel_id,channel_name,category,source_query,view_count,degree,strength,n_comentarios_observados,n_videos_comentados
A:UCZIQnb1fkwe39Iw2TAu-bGA,UCZIQnb1fkwe39Iw2TAu-bGA,author,@jorgegomez2237,@jorgegomez2237,,,,,,5,5,1,1
A:UCOARn3hnfkB7-_Rwa8Hoqcw,UCOARn3hnfkB7-_Rwa8Hoqcw,author,@nicelol5241,@nicelol5241,,,,,,5,5,1,1
A:UCtowGNY2lnlg6O2CkwDgkLg,UCtowGNY2lnlg6O2CkwDgkLg,author,@taniagabrielacelis8434,@taniagabrielacelis8434,,,,,,3,3,1,1
A:UCKVzDUqbtdSMBcexaEtMmzQ,UCKVzDUqbtdSMBcexaEtMmzQ,author,@rotorairgroup8409,@rotorairgroup8409,,,,,,3,3,1,1
A:UCld2stqxaVSk0QdGncM224A,UCld2stqxaVSk0QdGncM224A,author,@sarahernandez3873,@sarahernandez3873,,,,,,3,3,1,1
A:UCNiMNUJvaRJb0_QLClqwVnA,UCNiMNUJvaRJb0_QLClqwVnA,author,@Santiago.Nolasco,@Santiago.Nolasco,,,,,,3,3,1,1
A:UCWWkebAekppaL5b5CNlppuw,UCWWkebAekppaL5b5CNlppuw,author,@ninettmartinez425,@ninettmartinez425,,,,,,2,2,1,1
A:UCHGd14aYuZZShLD73dkk6mg,UCHGd14aYuZZShLD73dkk6mg,author,@noemiherrera3152,@noemiherrera3152,,,,,,2,2,1,1
A:UCQIdKuZ-OzuFqy0KjGrgesg,UCQIdKuZ-OzuFqy0KjGrgesg,author,@lyacausa,@lyacausa,,,,,,2,2,1,1
A:UCyor0Mmm0ivLX2jIdyGp84Q,UCyor0Mmm0ivLX2jIdyGp84Q,author,@MiguelJordan-n3g,@MiguelJordan-n3g,,,,,,1,1,1,1
A:UCJxJC56BSAX-ArD0NAb9qnQ,UCJxJC56BSAX-ArD0NAb9qnQ,author,@alfonsowilian9157,@alfonsowilian9157,,,,,,1,1,1,1
A:UC_NRVt2UP88ZNTwzrZ66JSg,UC_NRVt2UP88ZNTwzrZ66JSg,author,@aditalissethevasquezrojas8039,@aditalissethevasquezrojas8039,,,,,,0,0,1,1
A:UCQM2tCKRRytVDRxNUfCDqQQ,UCQM2tCKRRytVDRxNUfCDqQQ,author,@elioelias7267,@elioelias7267,,,,,,0,0,1,1
A:UCPLW0HE3siElqCgXfgWxMqg,UCPLW0HE3siElqCgXfgWxMqg,author,@elizabethmonterroso7719,@elizabethmonterroso7719,,,,,,0,0,1,1
A:UC6xI_MOaxajIWpoP8BH6E_Q,UC6xI_MOaxajIWpoP8BH6E_Q,author,@jahirdiaz5862,@jahirdiaz5862,,,,,,0,0,1,1
