author_channel_id,author_handle,author_name,n_comentarios,n_videos_distintos,n_canales_distintos,me_gusta_recibidos,respuestas_recibidas,strength_bipartita,degree_proyeccion_autores,strength_proyeccion_autores,n_comunidades_video_tocadas,comunidades_video_tocadas,videos_comentados,titulos_videos,canales,delta_componentes_al_eliminar,aristas_video_perdidas_al_eliminar,es_puente_verificado,es_recurrente,es_multicanal,es_multicomunidad
UC_NRVt2UP88ZNTwzrZ66JSg,@aditalissethevasquezrojas8039,@aditalissethevasquezrojas8039,1,1,1,2,0,1,0,0,1,[7],UhL9y3KUl8E,SHAI WA: la vecina queer de Casa Presidencial,Quorum,0,0,False,False,False,False
UC_ljZ1hZXR9pzexFz87P5ZA,@ChRiStOpHeR7969,@ChRiStOpHeR7969,1,1,1,0,0,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCa36MjQLoPAmgJo-R3G8WQA,@elsasalguero6914,@elsasalguero6914,1,1,1,3,0,1,31,31,1,[1],6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCaKAjTW9MVub_clgr4DRYjQ,@josecastillo4390,@josecastillo4390,1,1,1,6,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCaT4saRcyqCLE657Rq2hhZQ,@elmilenial4064,@elmilenial4064,1,1,1,0,0,1,31,31,1,[1],6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCaT6M2zp7X6r6Whd8Vv3kHQ,@alexarcos8349,@alexarcos8349,1,1,1,1,0,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCat2qkYvqmtDNEmo2PVuhXw,@DoraSalas-j5o,@DoraSalas-j5o,1,1,1,1,0,1,17,17,1,[5],OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,0,0,False,False,False,False
UCbNanjFI51cwGqMAb2rOrBw,@RosaMontesdeOca777,@RosaMontesdeOca777,1,1,1,0,0,1,17,17,1,[5],OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,0,0,False,False,False,False
UCbYoNG5J3Au5BqtbXogfEFw,@Luis-gn3fj,@Luis-gn3fj,1,1,1,1,0,1,18,18,1,[1],PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCcFIBN-rtC3d3hXeuN5TfWw,@DenisRMC,@DenisRMC,1,1,1,0,0,1,15,15,1,[2],yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum,0,0,False,False,False,False
UCc_F88PzGWtA1OPNUEASulA,@rockyscarlet,@rockyscarlet,1,1,1,0,0,1,15,15,1,[2],yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum,0,0,False,False,False,False
UCcfdg8crmMJwEuLUsAhV7yg,@RolandoRaguay,@RolandoRaguay,1,1,1,1,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCdQAuWwyC99MB7Y02Umj26Q,@miguelbran1268,@miguelbran1268,1,1,1,0,0,1,15,15,1,[2],yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum,0,0,False,False,False,False
UCe8JZoYkX5oKUZyivHYdXhw,@FernandoGarcia-jg1fj,@FernandoGarcia-jg1fj,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCeDNEtI8_a42bZ47wJiJMwQ,@EdgarcalderonCalderong,@EdgarcalderonCalderong,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCeQk-WfEA-cJRq4EKeE7TOw,@franciscojuarez9223,@franciscojuarez9223,1,1,1,0,0,1,31,31,1,[1],6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCefAH1MbvADWUjE9WVcB9EQ,@jabriz8152,@jabriz8152,1,1,1,0,0,1,15,15,1,[2],yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum,0,0,False,False,False,False
UCf5lnNZF7Qrtli9v4N_23WQ,@CarlosCortez-v5r,@CarlosCortez-v5r,1,1,1,0,0,1,18,18,1,[1],PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCfM3nrxtTQMY5jFx1v1J4Gg,@edgarroldan5539,@edgarroldan5539,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCfRqgt2O-vjzUDMZY_tnxQw,@Williams-Garcia67E,@Williams-Garcia67E,1,1,1,0,0,1,6,6,1,[0],is3Mk5oC19g,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,TN23 Guatemala,0,0,False,False,False,False
UCfXykdbSU97rj987LDUGfvg,@MariaSantos-c8y3h,@MariaSantos-c8y3h,1,1,1,1,0,1,12,12,1,[1],06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,0,0,False,False,False,False
UCfjhejO7LZy4doXURa7LZCQ,@HonwayLee-z5g,@HonwayLee-z5g,1,1,1,0,0,1,12,12,1,[1],06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,0,0,False,False,False,False
UCfo_yUPzy1f1POwwZxhZ06Q,@lara11roberto,@lara11roberto,1,1,1,1,0,1,31,31,1,[1],6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCgGqw4aqMdMVSGkKiMgrJRQ,@pattyfigueroa5609,@pattyfigueroa5609,1,1,1,0,0,1,31,31,1,[1],6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCgJNFj5dnxXpcMvmuhZDPxA,@NataliaRodriguez-rx5mr,@NataliaRodriguez-rx5mr,1,1,1,1,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCgLrWFdYitoP-b7-PxtUr-w,@zetag,@zetag,1,1,1,405,3,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCgLurCo-e019HGODcjXHWCw,@perritojuega1,@perritojuega1,1,1,1,2,0,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCgQJgI9vu1FI2dnC9mrFthw,@srms70,@srms70,1,1,1,2,0,1,18,18,1,[1],PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCgQw_Sbq3ugruDUKsq1e0-A,@marlenareano-h4t,@marlenareano-h4t,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCgvw7xIdGFupzpt1Y_BFkEA,@fredygarcia9151,@fredygarcia9151,1,1,1,1,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UChT7pzGytNd92Nmvi-zuWog,@sparkvalkov,@sparkvalkov,1,1,1,1,0,1,15,15,1,[2],yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum,0,0,False,False,False,False
UChZknRmJkeGeQk0-mQuhDOg,@OdilioRodríguez-c5w,@OdilioRodríguez-c5w,1,1,1,1,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCheEJ5GZuIvV0fj-nXyVwXw,@rosaoliva9389,@rosaoliva9389,1,1,1,0,0,1,31,31,1,[1],6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,0,0,False,False,False,False
UChep9kVb5gQmpodEEl10Xlg,@carlosaguilar-kz7ml,@carlosaguilar-kz7ml,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UChgkn5Jt5tWKYMoEOuCjz3Q,@pablochitay46,@pablochitay46,1,1,1,2,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UChyps3dqY-VY1_wLeq-2lhw,@maydamorales4395,@maydamorales4395,1,1,1,14,1,1,31,31,1,[1],6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCi-vPdnpQreC7BkFs40mJGA,@bryansicasales4280,@bryansicasales4280,1,1,1,35,0,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCiC-Jn7wdgyQV4_Urk0DkWQ,@pedroros6358,@pedroros6358,1,1,1,1,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCiGRBf2RNF0WRKhRVT7zFoA,@edwinavila4876,@edwinavila4876,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCiMythXHsw7eQEMykCdmMUA,@JavierBecerra-h6x,@JavierBecerra-h6x,1,1,1,2,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCiOZX__1gahg1ypIj0_XG_w,@mariogonzalezorellana8956,@mariogonzalezorellana8956,1,1,1,1,0,1,31,31,1,[1],6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCipetjeiWj4CZB6EbyYziZg,@OseasSamayoa-ol5rz,@OseasSamayoa-ol5rz,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCj-LL25XJnjxepPKCc3NGog,@anaaguirre8985,@anaaguirre8985,1,1,1,1,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCjJf-AJKRFFWtiN-CSwkDmA,@2jose82,@2jose82,1,1,1,0,0,1,9,9,1,[2],ndAZjHqzzT8,Internet: escoger el menos malo,Quorum,0,0,False,False,False,False
UCjSKM9j0Q7HLDr1hD6D-TUw,@josehidalgo4875,@josehidalgo4875,1,1,1,2,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCjmPuazZJzscrwvk0QR9RVw,@mynorrodas8591,@mynorrodas8591,1,1,1,2,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCk4O-J1BhoqPmig1KLGJePA,@lazarobarillas3575,@lazarobarillas3575,1,1,1,0,0,1,6,6,1,[0],is3Mk5oC19g,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,TN23 Guatemala,0,0,False,False,False,False
UCkVtmkK07b2zaVVNssX4lOg,@HectorElias-u2l,@HectorElias-u2l,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCkbsS_3D-pvg1iHOld9uvIg,@gonzalo6075,@gonzalo6075,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCkxdJ_yGN2gghOMo2ybQtXQ,@11223344An,@11223344An,1,1,1,1,0,1,15,15,1,[2],yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum,0,0,False,False,False,False
UCl0ekS9Tt0jJGtOEM18S63w,@monkchapin,@monkchapin,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCld2stqxaVSk0QdGncM224A,@sarahernandez3873,@sarahernandez3873,1,1,1,4,0,1,3,3,1,[6],TT4qJ5FXHYE,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",Quorum,0,0,False,False,False,False
UClhMWQ7XKWywYvbRnuf8QsA,@EcPerez-zz9oh,@EcPerez-zz9oh,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCljDbleJul41G1TzOjOZAVA,@hectorcarranza3777,@hectorcarranza3777,1,1,1,1,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UClqA491Xa5fQcXcJJa-vTWw,@AndresLemus-k2d,@AndresLemus-k2d,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UClsrFGJKWPxxw7MiaEdKLXw,@ericapaz5406,@ericapaz5406,1,1,1,3,2,1,18,18,1,[1],PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCmjppp6ujz3SAnULvP3sZMw,@marcomendez7509,@marcomendez7509,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCmvOgzmmXbjUthHy-WJ52hQ,@mariorodas593,@mariorodas593,1,1,1,1,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCnU8wO1OurAmGstDw6VGjgQ,@cmorera21,@cmorera21,1,1,1,0,0,1,9,9,1,[2],ndAZjHqzzT8,Internet: escoger el menos malo,Quorum,0,0,False,False,False,False
UColMq7LmaoY3MT6aIDGrGvA,@quijotachapina1,@quijotachapina1,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCozFYHN0e_-vlQbX3wQGOug,@jesusguzman2321,@jesusguzman2321,1,1,1,5,2,1,17,17,1,[5],OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,0,0,False,False,False,False
UCp4iw5_5SmV9VGTFSNVGOmQ,@CARLOSSTREMS51,@CARLOSSTREMS51,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCpIdtvoFHVLGASGB5ySqIEA,@VidalVillatoro-p4w,@VidalVillatoro-p4w,1,1,1,1,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCp_dAUfv8i3LW3zWc24dLaQ,@MarioCortez-o6v,@MarioCortez-o6v,1,1,1,1,0,1,17,17,1,[5],OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,0,0,False,False,False,False
UCpe5jW3MIqkgTJ-PgkzvM6Q,@carloslam5333,@carloslam5333,1,1,1,1,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCpl8rF8uv_8uui-QRvuJaRA,@SergioGarcia-z9c,@SergioGarcia-z9c,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCplrIQtaPj6au60_f2-mOYw,@romeolopezherrarte799,@romeolopezherrarte799,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCq3mDTTRZnUybct5M9OSXbg,@MacoMorales-i2i2d,@MacoMorales-i2i2d,1,1,1,1,0,1,12,12,1,[1],06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,0,0,False,False,False,False
UCqCrvuoJpC-aVb0f4logQRQ,@Lyrics_GT,@Lyrics_GT,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCqilIa8r7iek5sGYg_q6ofA,@rolandojuchuna484,@rolandojuchuna484,1,1,1,52,1,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCql1n3Ey6ULMSOACjMe-fxQ,@RolandoGonzalez-o7g,@RolandoGonzalez-o7g,1,1,1,6,7,1,31,31,1,[1],6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCr1emrogPKkKTs_WTtx71xg,@domingopeneleu6457,@domingopeneleu6457,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCrqXyRsg-_hTosURZ-uvoKg,@flornolberto2425,@flornolberto2425,1,1,1,0,0,1,17,17,1,[5],OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,0,0,False,False,False,False
UCsGoJEvb-cFPZ2rWoJcXzEQ,@sergiohinestroza9709,@sergiohinestroza9709,1,1,1,10,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCsJJAvrVGupdmhOqgtDp8dg,@nestorlorenzana1168,@nestorlorenzana1168,1,1,1,1,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCsSXdJct-nsS8DsABoEsaYA,@IvánPérez-j4j,@IvánPérez-j4j,1,1,1,2,1,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCs_5qeqdku9tGAq22y3OcuQ,@alexandrevasquez4135,@alexandrevasquez4135,1,1,1,4,0,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCsjs5Hp_r86x1xbK6FAeqaA,@alvaroesquivel563,@alvaroesquivel563,1,1,1,2,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCtMBF_1O2jY2INlb_luuB_A,@mynorgudiel8646,@mynorgudiel8646,1,1,1,15,0,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCtNfIBnc5S5DbbQj_yxgJTw,@JosueRamirez-ey3ih,@JosueRamirez-ey3ih,1,1,1,1,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCtUR3_CAiE7fCoZHM6cMfyQ,@mdelcid01,@mdelcid01,1,1,1,10,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCtiHFjFu7d5v2XxHnKFUYig,@Paul-gf7ec,@Paul-gf7ec,1,1,1,0,0,1,17,17,1,[5],OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,0,0,False,False,False,False
UCtowGNY2lnlg6O2CkwDgkLg,@taniagabrielacelis8434,@taniagabrielacelis8434,1,1,1,2,0,1,3,3,1,[6],TT4qJ5FXHYE,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",Quorum,0,0,False,False,False,False
UCtsxPYw8VUsH_FfnKg-0lmw,@AlejandroPérez-b6r,@AlejandroPérez-b6r,1,1,1,2,0,1,31,31,1,[1],6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCu8_3-Wg-YzNyvHYQDEscfw,@RolandoCastroPérez-d7y,@RolandoCastroPérez-d7y,1,1,1,2,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCuP4UK33HKtJE_S39ksmaTw,@herbertaguilar1387,@herbertaguilar1387,1,1,1,0,0,1,18,18,1,[1],PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCuXmOjxC-htcprLgeVXz6Tg,@jorgeaguilar-bq3uj,@jorgeaguilar-bq3uj,1,1,1,1,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCueV9cTyTDwgQSec1x2dYgA,@fredydomingo7062,@fredydomingo7062,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCujPF2nBgsTD62nWE3lcpIg,@victorarturoruanobautista7588,@victorarturoruanobautista7588,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCusjriFsDHEc2AOjqk-p5ig,@pablobarrios7931,@pablobarrios7931,1,1,1,2,0,1,18,18,1,[1],PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCvApqeCbLod-wejtT4CcVuA,@davidgaher9550,@davidgaher9550,1,1,1,15,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCvDwJBBY1mHK70aTEYl6rsA,@cristianescobedo8296,@cristianescobedo8296,1,1,1,1,0,1,31,31,1,[1],6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCvl1tzQeBeGy6efPTRJXSCw,@RaulPerez-cw2vi,@RaulPerez-cw2vi,1,1,1,0,0,1,12,12,1,[1],06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,0,0,False,False,False,False
UCwCfs-2zbD5k0lG-UVg_JBw,@JessicaHuaz-96,@JessicaHuaz-96,1,1,1,0,0,1,12,12,1,[1],06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,0,0,False,False,False,False
UCwEe1RKlEv1UpNWmWYfSh4w,@marioramirez299,@marioramirez299,1,1,1,0,0,1,15,15,1,[2],yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum,0,0,False,False,False,False
UCwO2SXr0ggzwg6QWWrr01nQ,@ricardofigueroa5720,@ricardofigueroa5720,1,1,1,11,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCwUAv3_LpWVtTIi7lkmTL7A,@kingr4706,@kingr4706,1,1,1,16,0,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCwgCc9Jd_gG-uLE_SY-FfPg,@armindapenados2841,@armindapenados2841,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCwha8rxULYMVtNwZWeSkE1A,@mariasamo8637,@mariasamo8637,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCwjUvRseNtJoItylIyIez7Q,@Silviazea,@Silviazea,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCwxoKK59nGCeBqB2sXfDBIw,@vic-bonivideos,@vic-bonivideos,1,1,1,0,1,1,31,31,1,[1],6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCxKR3RA8T-kxMgq_2WWhRcQ,@elenaluarca9377,@elenaluarca9377,1,1,1,329,5,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCxcoDvP-g2_KTZDmVZtvb3w,@angelmartinez9523,@angelmartinez9523,1,1,1,0,0,1,15,15,1,[2],yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum,0,0,False,False,False,False
UCxff05WuyvwELNITi7bj7UA,@markoherrera,@markoherrera,1,1,1,3,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCxhtlxPV8AYWaNNyU6S9H8Q,@WilR-s8r,@WilR-s8r,1,1,1,0,0,1,17,17,1,[5],OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,0,0,False,False,False,False
UCySYJU5kUh7X8gVt9la2ISA,@dantesarti4351,@dantesarti4351,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCyW68EGZey4ao_Vf2cR5Ztg,@ZabalaXabier,@ZabalaXabier,1,1,1,0,0,1,5,5,1,[2],WIUZtitfLRw,Caminar en una ciudad hecha para carros,Quorum,0,0,False,False,False,False
UCyor0Mmm0ivLX2jIdyGp84Q,@MiguelJordan-n3g,@MiguelJordan-n3g,1,1,1,0,0,1,1,1,1,[3],3Nfp9h5avBI,"Noticiero en Directo 1 pm, 28 de Agosto de 2026",Noticiero Guatevisión 13 Hrs.,0,0,False,False,False,False
UCyzf29IYjNw67gGIfsjgtxA,@carlosoliva9249,@carlosoliva9249,1,1,1,45,0,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCzSfZlOVxBSs5ObD25ywxDQ,@GilmarMaldonado-q9m,@GilmarMaldonado-q9m,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCzoL2l5H5eVlorWGH8AZfAg,@jor77cas,@jor77cas,1,1,1,6,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
