node_id,raw_id,node_type,display_name,handle,channel_id,channel_name,category,source_query,view_count,n_comentarios_observados,n_videos_comentados,n_canales_comentados,degree,degree_centrality,strength,betweenness_ponderada,betweenness_no_ponderada,closeness_wf,harmonic,harmonic_normalizada,pagerank,eigenvector,k_core,clustering_ponderado,componente_id,tamano_de_su_componente,es_punto_articulacion,rank_strength,rank_betweenness,rank_pagerank
A:UC63tFvbQ_hJhGDi2nbjssjw,UC63tFvbQ_hJhGDi2nbjssjw,author,@AbigailRodas-w2r,@AbigailRodas-w2r,,,,,,1,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCEHXl4VvvVpq-_4xC5tsbhg,UCEHXl4VvvVpq-_4xC5tsbhg,author,@anibalg47,@anibalg47,,,,,,1,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCFybmWapGvBKcQod7cPPH9w,UCFybmWapGvBKcQod7cPPH9w,author,@vitalianochavez8382,@vitalianochavez8382,,,,,,1,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCRfkkatKrNtAARnXMMYBGlA,UCRfkkatKrNtAARnXMMYBGlA,author,@BernerSoza-mg3vx,@BernerSoza-mg3vx,,,,,,1,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCV3fr-YOixFKCZBbJP1-X4w,UCV3fr-YOixFKCZBbJP1-X4w,author,@albertoshernandez5251,@albertoshernandez5251,,,,,,5,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCWaRixDdpgllTBf4V0jPnKQ,UCWaRixDdpgllTBf4V0jPnKQ,author,@hectormaaz5523,@hectormaaz5523,,,,,,2,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCWvntqPQx99k_Z_skWKqNSA,UCWvntqPQx99k_Z_skWKqNSA,author,@AntonioChiyal-x5s,@AntonioChiyal-x5s,,,,,,1,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCZFQwqh90apuL8eFhvRBkUg,UCZFQwqh90apuL8eFhvRBkUg,author,@luisricardo9671,@luisricardo9671,,,,,,1,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCa36MjQLoPAmgJo-R3G8WQA,UCa36MjQLoPAmgJo-R3G8WQA,author,@elsasalguero6914,@elsasalguero6914,,,,,,1,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCaT4saRcyqCLE657Rq2hhZQ,UCaT4saRcyqCLE657Rq2hhZQ,author,@elmilenial4064,@elmilenial4064,,,,,,1,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCeQk-WfEA-cJRq4EKeE7TOw,UCeQk-WfEA-cJRq4EKeE7TOw,author,@franciscojuarez9223,@franciscojuarez9223,,,,,,1,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCfo_yUPzy1f1POwwZxhZ06Q,UCfo_yUPzy1f1POwwZxhZ06Q,author,@lara11roberto,@lara11roberto,,,,,,1,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCgGqw4aqMdMVSGkKiMgrJRQ,UCgGqw4aqMdMVSGkKiMgrJRQ,author,@pattyfigueroa5609,@pattyfigueroa5609,,,,,,1,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCheEJ5GZuIvV0fj-nXyVwXw,UCheEJ5GZuIvV0fj-nXyVwXw,author,@rosaoliva9389,@rosaoliva9389,,,,,,1,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UChyps3dqY-VY1_wLeq-2lhw,UChyps3dqY-VY1_wLeq-2lhw,author,@maydamorales4395,@maydamorales4395,,,,,,1,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCiOZX__1gahg1ypIj0_XG_w,UCiOZX__1gahg1ypIj0_XG_w,author,@mariogonzalezorellana8956,@mariogonzalezorellana8956,,,,,,1,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCoGdCoJg2Lh0OX_jv6cG16g,UCoGdCoJg2Lh0OX_jv6cG16g,author,@Israel-u5i7i,@Israel-u5i7i,,,,,,2,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCp29O_C7cchZV8IxV7Crdag,UCp29O_C7cchZV8IxV7Crdag,author,@robertoescobar5507,@robertoescobar5507,,,,,,2,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCql1n3Ey6ULMSOACjMe-fxQ,UCql1n3Ey6ULMSOACjMe-fxQ,author,@RolandoGonzalez-o7g,@RolandoGonzalez-o7g,,,,,,1,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCtCtts20bW6F9CSohau51Iw,UCtCtts20bW6F9CSohau51Iw,author,@carlosgranados9875,@carlosgranados9875,,,,,,2,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCtsxPYw8VUsH_FfnKg-0lmw,UCtsxPYw8VUsH_FfnKg-0lmw,author,@AlejandroPérez-b6r,@AlejandroPérez-b6r,,,,,,1,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCvDwJBBY1mHK70aTEYl6rsA,UCvDwJBBY1mHK70aTEYl6rsA,author,@cristianescobedo8296,@cristianescobedo8296,,,,,,1,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCwxoKK59nGCeBqB2sXfDBIw,UCwxoKK59nGCeBqB2sXfDBIw,author,@vic-bonivideos,@vic-bonivideos,,,,,,1,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UCyJhqmMbsvjpoarBBStA2kg,UCyJhqmMbsvjpoarBBStA2kg,author,@Murmullodelbarrio,@Murmullodelbarrio,,,,,,6,1,1,31,0.093656,31,0.0,0.0,0.270384,108.8333,0.328802,0.0031738,,31,0.5,0,276,False,178,10,134
A:UC0RpuMwkDKJYqgKHtsJRuWQ,UC0RpuMwkDKJYqgKHtsJRuWQ,author,@sabinamarinaguerra3248,@sabinamarinaguerra3248,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UC0aEyakBPqcBkVJiErfSupQ,UC0aEyakBPqcBkVJiErfSupQ,author,@jhonymanuel9891,@jhonymanuel9891,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UC5PyGvSfFM--OVKmQ3COu6g,UC5PyGvSfFM--OVKmQ3COu6g,author,@FreddyGmez,@FreddyGmez,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UC5fvhAfm89JH8eDFdvc0xYw,UC5fvhAfm89JH8eDFdvc0xYw,author,@isaidiaz2388,@isaidiaz2388,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCFOxCyF926Y9eHhMeVoWLzw,UCFOxCyF926Y9eHhMeVoWLzw,author,@arielsarc09,@arielsarc09,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCGqKxQS-z3NZzZF-2w338AA,UCGqKxQS-z3NZzZF-2w338AA,author,@samuelaguilar529,@samuelaguilar529,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCHMQ_lDhibZ-XZ_3fo6oxwg,UCHMQ_lDhibZ-XZ_3fo6oxwg,author,@crislexrubi4387,@crislexrubi4387,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCIUhbSCy3-SGRe5UtqM4fzQ,UCIUhbSCy3-SGRe5UtqM4fzQ,author,@jeanmorales1677,@jeanmorales1677,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCIp19h9igblA2YKfSLPDAug,UCIp19h9igblA2YKfSLPDAug,author,@JoseReyes-rn6sh,@JoseReyes-rn6sh,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCRcSR3Lvn9DZAmJpVPANfZQ,UCRcSR3Lvn9DZAmJpVPANfZQ,author,@WalksandSuch,@WalksandSuch,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCRznz9-N3Qc1w-qNdLSIY2Q,UCRznz9-N3Qc1w-qNdLSIY2Q,author,@jimmygomez724,@jimmygomez724,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCSTAUWVc1_82DHYeqOsqEFA,UCSTAUWVc1_82DHYeqOsqEFA,author,@TheAlexX_C,@TheAlexX_C,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCXmrpc6Li0spcKxtS0Q_ptg,UCXmrpc6Li0spcKxtS0Q_ptg,author,@melvinperez6710,@melvinperez6710,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCY7Hq7F9Lnucf-Yr6JkHZNw,UCY7Hq7F9Lnucf-Yr6JkHZNw,author,@maynorcalel1442,@maynorcalel1442,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UC_ljZ1hZXR9pzexFz87P5ZA,UC_ljZ1hZXR9pzexFz87P5ZA,author,@ChRiStOpHeR7969,@ChRiStOpHeR7969,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCaT6M2zp7X6r6Whd8Vv3kHQ,UCaT6M2zp7X6r6Whd8Vv3kHQ,author,@alexarcos8349,@alexarcos8349,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCgLrWFdYitoP-b7-PxtUr-w,UCgLrWFdYitoP-b7-PxtUr-w,author,@zetag,@zetag,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCgLurCo-e019HGODcjXHWCw,UCgLurCo-e019HGODcjXHWCw,author,@perritojuega1,@perritojuega1,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCi-vPdnpQreC7BkFs40mJGA,UCi-vPdnpQreC7BkFs40mJGA,author,@bryansicasales4280,@bryansicasales4280,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCqilIa8r7iek5sGYg_q6ofA,UCqilIa8r7iek5sGYg_q6ofA,author,@rolandojuchuna484,@rolandojuchuna484,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCs_5qeqdku9tGAq22y3OcuQ,UCs_5qeqdku9tGAq22y3OcuQ,author,@alexandrevasquez4135,@alexandrevasquez4135,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCtMBF_1O2jY2INlb_luuB_A,UCtMBF_1O2jY2INlb_luuB_A,author,@mynorgudiel8646,@mynorgudiel8646,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCwUAv3_LpWVtTIi7lkmTL7A,UCwUAv3_LpWVtTIi7lkmTL7A,author,@kingr4706,@kingr4706,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCxKR3RA8T-kxMgq_2WWhRcQ,UCxKR3RA8T-kxMgq_2WWhRcQ,author,@elenaluarca9377,@elenaluarca9377,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UCyzf29IYjNw67gGIfsjgtxA,UCyzf29IYjNw67gGIfsjgtxA,author,@carlosoliva9249,@carlosoliva9249,,,,,,1,1,1,24,0.072508,24,0.0,0.0,0.072508,24.0,0.072508,0.00304321,,24,0.5,1,25,False,209,10,164
A:UC1Y7x3h0c95Z8kUhi-Tzaeg,UC1Y7x3h0c95Z8kUhi-Tzaeg,author,@rosadiaz9235,@rosadiaz9235,,,,,,1,1,1,18,0.054381,18,0.0,0.0,0.348284,127.9167,0.386455,0.00235905,,18,0.5,0,276,False,235,10,288
A:UC7IMsCxfZyWN7YQo8-JYa6Q,UC7IMsCxfZyWN7YQo8-JYa6Q,author,@Burgos68,@Burgos68,,,,,,2,1,1,18,0.054381,18,0.0,0.0,0.348284,127.9167,0.386455,0.00235905,,18,0.5,0,276,False,235,10,288
A:UC8xlJWNHz1V_W6q3fbuQH8g,UC8xlJWNHz1V_W6q3fbuQH8g,author,@NormaLópez-v7e,@NormaLópez-v7e,,,,,,1,1,1,18,0.054381,18,0.0,0.0,0.348284,127.9167,0.386455,0.00235905,,18,0.5,0,276,False,235,10,288
A:UCAV7QIjYhbDJaycQycM_0eQ,UCAV7QIjYhbDJaycQycM_0eQ,author,@mariavail8998,@mariavail8998,,,,,,1,1,1,18,0.054381,18,0.0,0.0,0.348284,127.9167,0.386455,0.00235905,,18,0.5,0,276,False,235,10,288
A:UCGX_UbAQOXGZknv5iqklwTA,UCGX_UbAQOXGZknv5iqklwTA,author,@ronaldgarcia8522,@ronaldgarcia8522,,,,,,1,1,1,18,0.054381,18,0.0,0.0,0.348284,127.9167,0.386455,0.00235905,,18,0.5,0,276,False,235,10,288
A:UCN2N_wYOw6fMwCeSzdXLPIw,UCN2N_wYOw6fMwCeSzdXLPIw,author,@danielantoniogonzalezflore4901,@danielantoniogonzalezflore4901,,,,,,1,1,1,18,0.054381,18,0.0,0.0,0.348284,127.9167,0.386455,0.00235905,,18,0.5,0,276,False,235,10,288
A:UCNIeXbV_mEwpa412h1aqUWw,UCNIeXbV_mEwpa412h1aqUWw,author,@juandeleon9060,@juandeleon9060,,,,,,3,1,1,18,0.054381,18,0.0,0.0,0.348284,127.9167,0.386455,0.00235905,,18,0.5,0,276,False,235,10,288
A:UCPZueDLrCS4BmTBRMA4q0fA,UCPZueDLrCS4BmTBRMA4q0fA,author,@kevinochoa3695,@kevinochoa3695,,,,,,1,1,1,18,0.054381,18,0.0,0.0,0.348284,127.9167,0.386455,0.00235905,,18,0.5,0,276,False,235,10,288
A:UCVQf0tzL7xRzFJsABVVULpg,UCVQf0tzL7xRzFJsABVVULpg,author,@DennisseLopetegi,@DennisseLopetegi,,,,,,1,1,1,18,0.054381,18,0.0,0.0,0.348284,127.9167,0.386455,0.00235905,,18,0.5,0,276,False,235,10,288
A:UCbYoNG5J3Au5BqtbXogfEFw,UCbYoNG5J3Au5BqtbXogfEFw,author,@Luis-gn3fj,@Luis-gn3fj,,,,,,1,1,1,18,0.054381,18,0.0,0.0,0.348284,127.9167,0.386455,0.00235905,,18,0.5,0,276,False,235,10,288
A:UCf5lnNZF7Qrtli9v4N_23WQ,UCf5lnNZF7Qrtli9v4N_23WQ,author,@CarlosCortez-v5r,@CarlosCortez-v5r,,,,,,1,1,1,18,0.054381,18,0.0,0.0,0.348284,127.9167,0.386455,0.00235905,,18,0.5,0,276,False,235,10,288
A:UCg3eIfd7BrsLEqS0BLkftHA,UCg3eIfd7BrsLEqS0BLkftHA,author,@ErmePérez-q4s,@ErmePérez-q4s,,,,,,3,1,1,18,0.054381,18,0.0,0.0,0.348284,127.9167,0.386455,0.00235905,,18,0.5,0,276,False,235,10,288
A:UCgQJgI9vu1FI2dnC9mrFthw,UCgQJgI9vu1FI2dnC9mrFthw,author,@srms70,@srms70,,,,,,1,1,1,18,0.054381,18,0.0,0.0,0.348284,127.9167,0.386455,0.00235905,,18,0.5,0,276,False,235,10,288
A:UClsrFGJKWPxxw7MiaEdKLXw,UClsrFGJKWPxxw7MiaEdKLXw,author,@ericapaz5406,@ericapaz5406,,,,,,1,1,1,18,0.054381,18,0.0,0.0,0.348284,127.9167,0.386455,0.00235905,,18,0.5,0,276,False,235,10,288
A:UCtNyHmRZtvGF2hSvI2dUBWw,UCtNyHmRZtvGF2hSvI2dUBWw,author,@aureliomaldonado4793,@aureliomaldonado4793,,,,,,2,1,1,18,0.054381,18,0.0,0.0,0.348284,127.9167,0.386455,0.00235905,,18,0.5,0,276,False,235,10,288
A:UCuP4UK33HKtJE_S39ksmaTw,UCuP4UK33HKtJE_S39ksmaTw,author,@herbertaguilar1387,@herbertaguilar1387,,,,,,1,1,1,18,0.054381,18,0.0,0.0,0.348284,127.9167,0.386455,0.00235905,,18,0.5,0,276,False,235,10,288
A:UCusjriFsDHEc2AOjqk-p5ig,UCusjriFsDHEc2AOjqk-p5ig,author,@pablobarrios7931,@pablobarrios7931,,,,,,1,1,1,18,0.054381,18,0.0,0.0,0.348284,127.9167,0.386455,0.00235905,,18,0.5,0,276,False,235,10,288
A:UC-QOpE7GOxlXcHZ8b7HbQKA,UC-QOpE7GOxlXcHZ8b7HbQKA,author,@mariaalexander427,@mariaalexander427,,,,,,2,1,1,17,0.05136,17,0.0,0.0,0.05136,17.0,0.05136,0.00304321,,17,0.5,2,18,False,252,10,164
A:UC1WlJfQmaIskYhP4gmWoamw,UC1WlJfQmaIskYhP4gmWoamw,author,@marthareiss5434,@marthareiss5434,,,,,,1,1,1,17,0.05136,17,0.0,0.0,0.05136,17.0,0.05136,0.00304321,,17,0.5,2,18,False,252,10,164
A:UCBlm80VQ4YoV3bUJR_XhkaQ,UCBlm80VQ4YoV3bUJR_XhkaQ,author,@rosadiaz6945,@rosadiaz6945,,,,,,2,1,1,17,0.05136,17,0.0,0.0,0.05136,17.0,0.05136,0.00304321,,17,0.5,2,18,False,252,10,164
A:UCGZMgmM92E3njyXNe9-kjAQ,UCGZMgmM92E3njyXNe9-kjAQ,author,@pasionpornada,@pasionpornada,,,,,,1,1,1,17,0.05136,17,0.0,0.0,0.05136,17.0,0.05136,0.00304321,,17,0.5,2,18,False,252,10,164
A:UCIgoiXdIKJyUGmUoH2Lxdzg,UCIgoiXdIKJyUGmUoH2Lxdzg,author,@susievidal4134,@susievidal4134,,,,,,1,1,1,17,0.05136,17,0.0,0.0,0.05136,17.0,0.05136,0.00304321,,17,0.5,2,18,False,252,10,164
A:UCOLHH4ZpMxPYF-Q6e6wvn5A,UCOLHH4ZpMxPYF-Q6e6wvn5A,author,@luisroldan7374,@luisroldan7374,,,,,,1,1,1,17,0.05136,17,0.0,0.0,0.05136,17.0,0.05136,0.00304321,,17,0.5,2,18,False,252,10,164
A:UCPNXmbOBVeC4HS-xemvcPtQ,UCPNXmbOBVeC4HS-xemvcPtQ,author,@BelkisRodriguezRamirez,@BelkisRodriguezRamirez,,,,,,1,1,1,17,0.05136,17,0.0,0.0,0.05136,17.0,0.05136,0.00304321,,17,0.5,2,18,False,252,10,164
A:UCQMMuADgqWUOcJpLwHOzC-g,UCQMMuADgqWUOcJpLwHOzC-g,author,@Ripped-Yoda,@Ripped-Yoda,,,,,,1,1,1,17,0.05136,17,0.0,0.0,0.05136,17.0,0.05136,0.00304321,,17,0.5,2,18,False,252,10,164
A:UCVdjCrh4tQoX3haNAZv-n5A,UCVdjCrh4tQoX3haNAZv-n5A,author,@aurahernandez5646,@aurahernandez5646,,,,,,1,1,1,17,0.05136,17,0.0,0.0,0.05136,17.0,0.05136,0.00304321,,17,0.5,2,18,False,252,10,164
A:UCZjm6U576nX8WOiLhmMR3bw,UCZjm6U576nX8WOiLhmMR3bw,author,@MariaNavarroYT,@MariaNavarroYT,,,,,,1,1,1,17,0.05136,17,0.0,0.0,0.05136,17.0,0.05136,0.00304321,,17,0.5,2,18,False,252,10,164
A:UCat2qkYvqmtDNEmo2PVuhXw,UCat2qkYvqmtDNEmo2PVuhXw,author,@DoraSalas-j5o,@DoraSalas-j5o,,,,,,1,1,1,17,0.05136,17,0.0,0.0,0.05136,17.0,0.05136,0.00304321,,17,0.5,2,18,False,252,10,164
A:UCbNanjFI51cwGqMAb2rOrBw,UCbNanjFI51cwGqMAb2rOrBw,author,@RosaMontesdeOca777,@RosaMontesdeOca777,,,,,,1,1,1,17,0.05136,17,0.0,0.0,0.05136,17.0,0.05136,0.00304321,,17,0.5,2,18,False,252,10,164
A:UCi2KiZq63sRq8Mfbcp-MelQ,UCi2KiZq63sRq8Mfbcp-MelQ,author,@eugeneramirez4405,@eugeneramirez4405,,,,,,6,1,1,17,0.05136,17,0.0,0.0,0.05136,17.0,0.05136,0.00304321,,17,0.5,2,18,False,252,10,164
A:UCozFYHN0e_-vlQbX3wQGOug,UCozFYHN0e_-vlQbX3wQGOug,author,@jesusguzman2321,@jesusguzman2321,,,,,,1,1,1,17,0.05136,17,0.0,0.0,0.05136,17.0,0.05136,0.00304321,,17,0.5,2,18,False,252,10,164
A:UCp_dAUfv8i3LW3zWc24dLaQ,UCp_dAUfv8i3LW3zWc24dLaQ,author,@MarioCortez-o6v,@MarioCortez-o6v,,,,,,1,1,1,17,0.05136,17,0.0,0.0,0.05136,17.0,0.05136,0.00304321,,17,0.5,2,18,False,252,10,164
A:UCrqXyRsg-_hTosURZ-uvoKg,UCrqXyRsg-_hTosURZ-uvoKg,author,@flornolberto2425,@flornolberto2425,,,,,,1,1,1,17,0.05136,17,0.0,0.0,0.05136,17.0,0.05136,0.00304321,,17,0.5,2,18,False,252,10,164
A:UCtiHFjFu7d5v2XxHnKFUYig,UCtiHFjFu7d5v2XxHnKFUYig,author,@Paul-gf7ec,@Paul-gf7ec,,,,,,1,1,1,17,0.05136,17,0.0,0.0,0.05136,17.0,0.05136,0.00304321,,17,0.5,2,18,False,252,10,164
A:UCxhtlxPV8AYWaNNyU6S9H8Q,UCxhtlxPV8AYWaNNyU6S9H8Q,author,@WilR-s8r,@WilR-s8r,,,,,,1,1,1,17,0.05136,17,0.0,0.0,0.05136,17.0,0.05136,0.00304321,,17,0.5,2,18,False,252,10,164
A:UCCUmP4PlbwgikVFpYwbtRTg,UCCUmP4PlbwgikVFpYwbtRTg,author,@alhvi,@alhvi,,,,,,1,1,1,15,0.045317,15,0.0,0.0,0.251209,95.2667,0.287815,0.00303865,,15,0.501238,0,276,False,270,10,216
A:UCOY3XpD9qMCRSA8AA8c4CAw,UCOY3XpD9qMCRSA8AA8c4CAw,author,@franciscorodas9686,@franciscorodas9686,,,,,,1,1,1,15,0.045317,15,0.0,0.0,0.251209,95.2667,0.287815,0.00303865,,15,0.501238,0,276,False,270,10,216
A:UCTTILH6QCIxbTnEWxwRqs1g,UCTTILH6QCIxbTnEWxwRqs1g,author,@3762Jorge,@3762Jorge,,,,,,1,1,1,15,0.045317,15,0.0,0.0,0.251209,95.2667,0.287815,0.00303865,,15,0.501238,0,276,False,270,10,216
A:UCXO1BBohNWXkK9SBDAG2ySg,UCXO1BBohNWXkK9SBDAG2ySg,author,@JBFlute92,@JBFlute92,,,,,,1,1,1,15,0.045317,15,0.0,0.0,0.251209,95.2667,0.287815,0.00303865,,15,0.501238,0,276,False,270,10,216
A:UCXVLc8CmAO813ubM-fLvCDw,UCXVLc8CmAO813ubM-fLvCDw,author,@herminiasaquimux7565,@herminiasaquimux7565,,,,,,1,1,1,15,0.045317,15,0.0,0.0,0.251209,95.2667,0.287815,0.00303865,,15,0.501238,0,276,False,270,10,216
A:UCXl30Y_upRqbti52fmjK4YA,UCXl30Y_upRqbti52fmjK4YA,author,@capitanfrans,@capitanfrans,,,,,,1,1,1,15,0.045317,15,0.0,0.0,0.251209,95.2667,0.287815,0.00303865,,15,0.501238,0,276,False,270,10,216
A:UCcFIBN-rtC3d3hXeuN5TfWw,UCcFIBN-rtC3d3hXeuN5TfWw,author,@DenisRMC,@DenisRMC,,,,,,1,1,1,15,0.045317,15,0.0,0.0,0.251209,95.2667,0.287815,0.00303865,,15,0.501238,0,276,False,270,10,216
A:UCc_F88PzGWtA1OPNUEASulA,UCc_F88PzGWtA1OPNUEASulA,author,@rockyscarlet,@rockyscarlet,,,,,,1,1,1,15,0.045317,15,0.0,0.0,0.251209,95.2667,0.287815,0.00303865,,15,0.501238,0,276,False,270,10,216
A:UCdQAuWwyC99MB7Y02Umj26Q,UCdQAuWwyC99MB7Y02Umj26Q,author,@miguelbran1268,@miguelbran1268,,,,,,1,1,1,15,0.045317,15,0.0,0.0,0.251209,95.2667,0.287815,0.00303865,,15,0.501238,0,276,False,270,10,216
A:UCefAH1MbvADWUjE9WVcB9EQ,UCefAH1MbvADWUjE9WVcB9EQ,author,@jabriz8152,@jabriz8152,,,,,,1,1,1,15,0.045317,15,0.0,0.0,0.251209,95.2667,0.287815,0.00303865,,15,0.501238,0,276,False,270,10,216
A:UChT7pzGytNd92Nmvi-zuWog,UChT7pzGytNd92Nmvi-zuWog,author,@sparkvalkov,@sparkvalkov,,,,,,1,1,1,15,0.045317,15,0.0,0.0,0.251209,95.2667,0.287815,0.00303865,,15,0.501238,0,276,False,270,10,216
A:UCkxdJ_yGN2gghOMo2ybQtXQ,UCkxdJ_yGN2gghOMo2ybQtXQ,author,@11223344An,@11223344An,,,,,,1,1,1,15,0.045317,15,0.0,0.0,0.251209,95.2667,0.287815,0.00303865,,15,0.501238,0,276,False,270,10,216
A:UCwEe1RKlEv1UpNWmWYfSh4w,UCwEe1RKlEv1UpNWmWYfSh4w,author,@marioramirez299,@marioramirez299,,,,,,1,1,1,15,0.045317,15,0.0,0.0,0.251209,95.2667,0.287815,0.00303865,,15,0.501238,0,276,False,270,10,216
A:UCxcoDvP-g2_KTZDmVZtvb3w,UCxcoDvP-g2_KTZDmVZtvb3w,author,@angelmartinez9523,@angelmartinez9523,,,,,,1,1,1,15,0.045317,15,0.0,0.0,0.251209,95.2667,0.287815,0.00303865,,15,0.501238,0,276,False,270,10,216
